Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,LeaseDelayAndRelease,The following statement contains a magic number: await Task.Delay(_random.Next(1' 100));
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_get_next_url,The following statement contains a magic number: var hostAndPort = new ServiceHostAndPort("localhost"' 80);
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_serve_from_service_with_least_connections,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.3"' 80)' string.Empty' string.Empty' new string[0])             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_serve_from_service_with_least_connections,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.3"' 80)' string.Empty' string.Empty' new string[0])             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_serve_from_service_with_least_connections,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.3"' 80)' string.Empty' string.Empty' new string[0])             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_serve_from_service_with_least_connections,The following statement contains a magic number: response.Data.DownstreamHost.ShouldBe(availableServices[2].HostAndPort.DownstreamHost);
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_build_connections_per_service,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_build_connections_per_service,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_release_connection,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_release_connection,The following statement contains a magic number: var availableServices = new List<Service>             {                 new Service(serviceName' new ServiceHostAndPort("127.0.0.1"' 80)' string.Empty' string.Empty' new string[0])'                 new Service(serviceName' new ServiceHostAndPort("127.0.0.2"' 80)' string.Empty' string.Empty' new string[0])'             };
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_return_error_if_services_are_null,The following statement contains a magic number: var hostAndPort = new ServiceHostAndPort("localhost"' 80);
Magic Number,Ocelot.UnitTests.LoadBalancer,LeastConnectionTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LeastConnectionTests.cs,should_return_error_if_services_are_empty,The following statement contains a magic number: var hostAndPort = new ServiceHostAndPort("localhost"' 80);
Magic Number,Ocelot.UnitTests.LoadBalancer,LoadBalancerHouseTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LoadBalancerHouseTests.cs,LoadBalancerHouseTests,The following statement contains a magic number: _serviceProviderConfig = new ServiceProviderConfiguration("myType"' "myScheme"' "myHost"' 123' string.Empty' "configKey"' 0);
Magic Number,Ocelot.UnitTests.LoadBalancer,LoadBalancerMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LoadBalancerMiddlewareTests.cs,GivenTheLoadBalancerReturnsOk,The following statement contains a magic number: _loadBalancer                 .Setup(x => x.Lease(It.IsAny<HttpContext>()))                 .ReturnsAsync(new OkResponse<ServiceHostAndPort>(new ServiceHostAndPort("abc"' 123' "https")));
Magic Number,Ocelot.UnitTests.LoadBalancer,LoadBalancerMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LoadBalancerMiddlewareTests.cs,GivenTheLoadBalancerReturns,The following statement contains a magic number: _hostAndPort = new ServiceHostAndPort("127.0.0.1"' 80);
Magic Number,Ocelot.UnitTests.LoadBalancer,LoadBalancerMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\LoadBalancerMiddlewareTests.cs,ThenAnHostAndPortIsSetOnPipeline,The following statement contains a magic number: _httpContext.Items.DownstreamRequest().Port.ShouldBeEquivalentTo(123);
Magic Number,Ocelot.UnitTests.LoadBalancer,NoLoadBalancerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\NoLoadBalancerTests.cs,should_return_host_and_port,The following statement contains a magic number: var hostAndPort = new ServiceHostAndPort("127.0.0.1"' 80);
Magic Number,Ocelot.UnitTests.LoadBalancer,NoLoadBalancerTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\NoLoadBalancerTests.cs,should_return_error_if_no_services_then_when_services_available_return_host_and_port,The following statement contains a magic number: var hostAndPort = new ServiceHostAndPort("127.0.0.1"' 80);
Magic Number,Ocelot.UnitTests.LoadBalancer,RoundRobinTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\RoundRobinTests.cs,RoundRobinTests,The following statement contains a magic number: _services = new List<Service>             {                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5000)' string.Empty' string.Empty' new string[0])'                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5001)' string.Empty' string.Empty' new string[0])'                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5001)' string.Empty' string.Empty' new string[0])             };
Magic Number,Ocelot.UnitTests.LoadBalancer,RoundRobinTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\RoundRobinTests.cs,RoundRobinTests,The following statement contains a magic number: _services = new List<Service>             {                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5000)' string.Empty' string.Empty' new string[0])'                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5001)' string.Empty' string.Empty' new string[0])'                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5001)' string.Empty' string.Empty' new string[0])             };
Magic Number,Ocelot.UnitTests.LoadBalancer,RoundRobinTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\RoundRobinTests.cs,RoundRobinTests,The following statement contains a magic number: _services = new List<Service>             {                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5000)' string.Empty' string.Empty' new string[0])'                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5001)' string.Empty' string.Empty' new string[0])'                 new Service("product"' new ServiceHostAndPort("127.0.0.1"' 5001)' string.Empty' string.Empty' new string[0])             };
Magic Number,Ocelot.UnitTests.LoadBalancer,RoundRobinTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\RoundRobinTests.cs,should_get_next_address,The following statement contains a magic number: this.Given(x => x.GivenIGetTheNextAddress())                 .Then(x => x.ThenTheNextAddressIndexIs(0))                 .Given(x => x.GivenIGetTheNextAddress())                 .Then(x => x.ThenTheNextAddressIndexIs(1))                 .Given(x => x.GivenIGetTheNextAddress())                 .Then(x => x.ThenTheNextAddressIndexIs(2))                 .BDDfy();
Magic Number,Ocelot.UnitTests.LoadBalancer,RoundRobinTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\RoundRobinTests.cs,should_go_back_to_first_address_after_finished_last,The following statement contains a magic number: address.Data.ShouldBe(_services[2].HostAndPort);
Magic Number,Ocelot.UnitTests.LoadBalancer,RoundRobinTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\LoadBalancer\RoundRobinTests.cs,should_go_back_to_first_address_after_finished_last,The following statement contains a magic number: stopWatch.ElapsedMilliseconds < 1000
Magic Number,Ocelot.UnitTests.Middleware,OcelotPiplineBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Middleware\OcelotPiplineBuilderTests.cs,ThenTheGenericIsInThePipeline,The following statement contains a magic number: _httpContext.Response.StatusCode.ShouldBe(500);
Magic Number,Ocelot.UnitTests.Middleware,OcelotPiplineBuilderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Middleware\OcelotPiplineBuilderTests.cs,ThenTheFuncIsInThePipeline,The following statement contains a magic number: _httpContext.Response.StatusCode.ShouldBe(404);
Magic Number,Ocelot.UnitTests.Multiplexing,MultiplexingMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Multiplexing\MultiplexingMiddlewareTests.cs,should_multiplex,The following statement contains a magic number: this.Given(x => GivenTheFollowing(route))                 .When(x => WhenIMultiplex())                 .Then(x => ThePipelineIsCalled(2))                 .BDDfy();
Magic Number,Ocelot.UnitTests.Polly,OcelotBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Polly\OcelotBuilderExtensionsTests.cs,should_build,The following statement contains a magic number: var options = new QoSOptionsBuilder()                  .WithTimeoutValue(100)                  .WithExceptionsAllowedBeforeBreaking(1)                  .WithDurationOfBreak(200)                  .Build();
Magic Number,Ocelot.UnitTests.Polly,OcelotBuilderExtensionsTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Polly\OcelotBuilderExtensionsTests.cs,should_build,The following statement contains a magic number: var options = new QoSOptionsBuilder()                  .WithTimeoutValue(100)                  .WithExceptionsAllowedBeforeBreaking(1)                  .WithDurationOfBreak(200)                  .Build();
Magic Number,Ocelot.UnitTests.Polly,PollyQoSProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Polly\PollyQoSProviderTests.cs,should_build,The following statement contains a magic number: var options = new QoSOptionsBuilder()                  .WithTimeoutValue(100)                  .WithExceptionsAllowedBeforeBreaking(1)                  .WithDurationOfBreak(200)                  .Build();
Magic Number,Ocelot.UnitTests.Polly,PollyQoSProviderTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Polly\PollyQoSProviderTests.cs,should_build,The following statement contains a magic number: var options = new QoSOptionsBuilder()                  .WithTimeoutValue(100)                  .WithExceptionsAllowedBeforeBreaking(1)                  .WithDurationOfBreak(200)                  .Build();
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The following statement contains a magic number: var downstreamRoute = new DownstreamRouteBuilder()                 .WithEnableRateLimiting(true)                 .WithRateLimitOptions(new RateLimitOptions(true' "ClientId"' () => new List<string>()' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))                 .WithUpstreamHttpMethod(new List<string> { "Get" })                 .WithUpstreamPathTemplate(upstreamTemplate)                 .Build();
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The following statement contains a magic number: var downstreamRoute = new DownstreamRouteBuilder()                 .WithEnableRateLimiting(true)                 .WithRateLimitOptions(new RateLimitOptions(true' "ClientId"' () => new List<string>()' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))                 .WithUpstreamHttpMethod(new List<string> { "Get" })                 .WithUpstreamPathTemplate(upstreamTemplate)                 .Build();
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The following statement contains a magic number: var downstreamRoute = new DownstreamRouteBuilder()                 .WithEnableRateLimiting(true)                 .WithRateLimitOptions(new RateLimitOptions(true' "ClientId"' () => new List<string>()' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))                 .WithUpstreamHttpMethod(new List<string> { "Get" })                 .WithUpstreamPathTemplate(upstreamTemplate)                 .Build();
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The following statement contains a magic number: this.Given(x => x.WhenICallTheMiddlewareMultipleTimes(2' downstreamRouteHolder))                 .Then(x => x.ThenThereIsNoDownstreamResponse())                 .When(x => x.WhenICallTheMiddlewareMultipleTimes(3' downstreamRouteHolder))                 .Then(x => x.ThenTheResponseIs429())                 .BDDfy();
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_and_ratelimiting,The following statement contains a magic number: this.Given(x => x.WhenICallTheMiddlewareMultipleTimes(2' downstreamRouteHolder))                 .Then(x => x.ThenThereIsNoDownstreamResponse())                 .When(x => x.WhenICallTheMiddlewareMultipleTimes(3' downstreamRouteHolder))                 .Then(x => x.ThenTheResponseIs429())                 .BDDfy();
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_withWhitelistClient,The following statement contains a magic number: var downstreamRoute = new Ocelot.DownstreamRouteFinder.DownstreamRouteHolder(new List<Ocelot.DownstreamRouteFinder.UrlMatcher.PlaceholderNameAndValue>()'                  new RouteBuilder()                      .WithDownstreamRoute(new DownstreamRouteBuilder()                          .WithEnableRateLimiting(true)                          .WithRateLimitOptions(                              new Ocelot.Configuration.RateLimitOptions(true' "ClientId"' () => new List<string>() { "ocelotclient2" }' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))                          .WithUpstreamHttpMethod(new List<string> { "Get" })                          .Build())                      .WithUpstreamHttpMethod(new List<string> { "Get" })                      .Build());
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_withWhitelistClient,The following statement contains a magic number: var downstreamRoute = new Ocelot.DownstreamRouteFinder.DownstreamRouteHolder(new List<Ocelot.DownstreamRouteFinder.UrlMatcher.PlaceholderNameAndValue>()'                  new RouteBuilder()                      .WithDownstreamRoute(new DownstreamRouteBuilder()                          .WithEnableRateLimiting(true)                          .WithRateLimitOptions(                              new Ocelot.Configuration.RateLimitOptions(true' "ClientId"' () => new List<string>() { "ocelotclient2" }' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))                          .WithUpstreamHttpMethod(new List<string> { "Get" })                          .Build())                      .WithUpstreamHttpMethod(new List<string> { "Get" })                      .Build());
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,should_call_middleware_withWhitelistClient,The following statement contains a magic number: var downstreamRoute = new Ocelot.DownstreamRouteFinder.DownstreamRouteHolder(new List<Ocelot.DownstreamRouteFinder.UrlMatcher.PlaceholderNameAndValue>()'                  new RouteBuilder()                      .WithDownstreamRoute(new DownstreamRouteBuilder()                          .WithEnableRateLimiting(true)                          .WithRateLimitOptions(                              new Ocelot.Configuration.RateLimitOptions(true' "ClientId"' () => new List<string>() { "ocelotclient2" }' false' ""' ""' new RateLimitRule("1s"' 100' 3)' 429))                          .WithUpstreamHttpMethod(new List<string> { "Get" })                          .Build())                      .WithUpstreamHttpMethod(new List<string> { "Get" })                      .Build());
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,WhenICallTheMiddlewareWithWhiteClient,The following statement contains a magic number: i < 10
Magic Number,Ocelot.UnitTests.RateLimit,ClientRateLimitMiddlewareTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\RateLimit\ClientRateLimitMiddlewareTests.cs,ThenTheResponseIs429,The following statement contains a magic number: code.ShouldBe(429);
Magic Number,Ocelot.UnitTests.Repository,ScopedRequestDataRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Repository\ScopedRequestDataRepositoryTests.cs,should_add_item,The following statement contains a magic number: this.Given(x => x.GivenIHaveAnItemToAdd("blahh"' new[] { 1' 2' 3' 4 }))                  .When(x => x.WhenIAddTheItem())                  .Then(x => x.ThenTheItemIsAdded())                  .BDDfy();
Magic Number,Ocelot.UnitTests.Repository,ScopedRequestDataRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Repository\ScopedRequestDataRepositoryTests.cs,should_add_item,The following statement contains a magic number: this.Given(x => x.GivenIHaveAnItemToAdd("blahh"' new[] { 1' 2' 3' 4 }))                  .When(x => x.WhenIAddTheItem())                  .Then(x => x.ThenTheItemIsAdded())                  .BDDfy();
Magic Number,Ocelot.UnitTests.Repository,ScopedRequestDataRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Repository\ScopedRequestDataRepositoryTests.cs,should_add_item,The following statement contains a magic number: this.Given(x => x.GivenIHaveAnItemToAdd("blahh"' new[] { 1' 2' 3' 4 }))                  .When(x => x.WhenIAddTheItem())                  .Then(x => x.ThenTheItemIsAdded())                  .BDDfy();
Magic Number,Ocelot.UnitTests.Repository,ScopedRequestDataRepositoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Repository\ScopedRequestDataRepositoryTests.cs,GivenThereIsAnItemInTheContext,The following statement contains a magic number: var data = new[] { 5435345 };
Magic Number,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_add_specifics,The following statement contains a magic number: this.Given(x => GivenTheFollowingRequest(route))                  .And(x => GivenTheQosFactoryReturns(new FakeQoSHandler()))                  .And(x => GivenTheTracingFactoryReturns())                  .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>())                  .And(x => GivenTheServiceProviderReturnsSpecificDelegatingHandlers<FakeDelegatingHandler' FakeDelegatingHandlerTwo>())                  .When(x => WhenIGet())                  .Then(x => ThenThereIsDelegatesInProvider(6))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerThree>(0))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerFour>(1))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandler>(2))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerTwo>(3))                  .And(x => ThenHandlerAtPositionIs<FakeTracingHandler>(4))                  .And(x => ThenHandlerAtPositionIs<FakeQoSHandler>(5))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_add_specifics,The following statement contains a magic number: this.Given(x => GivenTheFollowingRequest(route))                  .And(x => GivenTheQosFactoryReturns(new FakeQoSHandler()))                  .And(x => GivenTheTracingFactoryReturns())                  .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>())                  .And(x => GivenTheServiceProviderReturnsSpecificDelegatingHandlers<FakeDelegatingHandler' FakeDelegatingHandlerTwo>())                  .When(x => WhenIGet())                  .Then(x => ThenThereIsDelegatesInProvider(6))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerThree>(0))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerFour>(1))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandler>(2))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerTwo>(3))                  .And(x => ThenHandlerAtPositionIs<FakeTracingHandler>(4))                  .And(x => ThenHandlerAtPositionIs<FakeQoSHandler>(5))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_add_specifics,The following statement contains a magic number: this.Given(x => GivenTheFollowingRequest(route))                  .And(x => GivenTheQosFactoryReturns(new FakeQoSHandler()))                  .And(x => GivenTheTracingFactoryReturns())                  .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>())                  .And(x => GivenTheServiceProviderReturnsSpecificDelegatingHandlers<FakeDelegatingHandler' FakeDelegatingHandlerTwo>())                  .When(x => WhenIGet())                  .Then(x => ThenThereIsDelegatesInProvider(6))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerThree>(0))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerFour>(1))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandler>(2))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerTwo>(3))                  .And(x => ThenHandlerAtPositionIs<FakeTracingHandler>(4))                  .And(x => ThenHandlerAtPositionIs<FakeQoSHandler>(5))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_add_specifics,The following statement contains a magic number: this.Given(x => GivenTheFollowingRequest(route))                  .And(x => GivenTheQosFactoryReturns(new FakeQoSHandler()))                  .And(x => GivenTheTracingFactoryReturns())                  .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>())                  .And(x => GivenTheServiceProviderReturnsSpecificDelegatingHandlers<FakeDelegatingHandler' FakeDelegatingHandlerTwo>())                  .When(x => WhenIGet())                  .Then(x => ThenThereIsDelegatesInProvider(6))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerThree>(0))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerFour>(1))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandler>(2))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerTwo>(3))                  .And(x => ThenHandlerAtPositionIs<FakeTracingHandler>(4))                  .And(x => ThenHandlerAtPositionIs<FakeQoSHandler>(5))                  .BDDfy();
Magic Number,Ocelot.UnitTests.Requester,DelegatingHandlerHandlerProviderFactoryTests,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\test\Ocelot.UnitTests\Requester\DelegatingHandlerHandlerProviderFactoryTests.cs,should_follow_ordering_add_specifics,The following statement contains a magic number: this.Given(x => GivenTheFollowingRequest(route))                  .And(x => GivenTheQosFactoryReturns(new FakeQoSHandler()))                  .And(x => GivenTheTracingFactoryReturns())                  .And(x => GivenTheServiceProviderReturnsGlobalDelegatingHandlers<FakeDelegatingHandlerThree' FakeDelegatingHandlerFour>())                  .And(x => GivenTheServiceProviderReturnsSpecificDelegatingHandlers<FakeDelegatingHandler' FakeDelegatingHandlerTwo>())                  .When(x => WhenIGet())                  .Then(x => ThenThereIsDelegatesInProvider(6))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerThree>(0))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerFour>(1))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandler>(2))                  .And(x => ThenHandlerAtPositionIs<FakeDelegatingHandlerTwo>(3))                  .And(x => ThenHandlerAtPositionIs<FakeTracingHandler>(4))                  .And(x => ThenHandlerAtPositionIs<FakeQoSHandler>(5))                  .BDDfy();
